Town/County,FIPS,Year,Category,Measure Type,Variable,Value
Sherman,900168310,2015,Government,Number,Number of Employers,8
Sherman,900168310,2015,Government,US Dollars,Annual Average Wage,40006
Simsbury,900368940,2004,All Industries,US Dollars,Annual Average Wage,54070
Simsbury,900368940,2004,All Industries,Number,Number of Employers,636
Simsbury,900368940,2004,All Industries,Number,Annual Average Employment,11172
Simsbury,900368940,2004,Government,Number,Number of Employers,24
Simsbury,900368940,2004,Government,US Dollars,Annual Average Wage,46150
Simsbury,900368940,2004,Government,Number,Annual Average Employment,1059
Simsbury,900368940,2005,All Industries,US Dollars,Annual Average Wage,61911
Simsbury,900368940,2005,All Industries,Number,Annual Average Employment,11300
Simsbury,900368940,2005,All Industries,Number,Number of Employers,655
Simsbury,900368940,2005,Government,US Dollars,Annual Average Wage,46787
Simsbury,900368940,2005,Government,Number,Annual Average Employment,1072
Simsbury,900368940,2005,Government,Number,Number of Employers,24
Simsbury,900368940,2006,All Industries,Number,Number of Employers,683
Simsbury,900368940,2006,All Industries,US Dollars,Annual Average Wage,62893
Simsbury,900368940,2006,All Industries,Number,Annual Average Employment,11253
Simsbury,900368940,2006,Government,Number,Number of Employers,24
Simsbury,900368940,2006,Government,US Dollars,Annual Average Wage,46139
Simsbury,900368940,2006,Government,Number,Annual Average Employment,1091
Simsbury,900368940,2007,All Industries,US Dollars,Annual Average Wage,71285
Simsbury,900368940,2007,All Industries,Number,Number of Employers,682
Simsbury,900368940,2007,All Industries,Number,Annual Average Employment,11027
Simsbury,900368940,2007,Government,Number,Number of Employers,24
Simsbury,900368940,2007,Government,Number,Annual Average Employment,1137
Simsbury,900368940,2007,Government,US Dollars,Annual Average Wage,48517
Simsbury,900368940,2008,All Industries,Number,Annual Average Employment,10716
Simsbury,900368940,2008,All Industries,Number,Number of Employers,688
Simsbury,900368940,2008,All Industries,US Dollars,Annual Average Wage,69592
Simsbury,900368940,2008,Government,Number,Number of Employers,24
Simsbury,900368940,2008,Government,US Dollars,Annual Average Wage,49414
Simsbury,900368940,2008,Government,Number,Annual Average Employment,1157
Simsbury,900368940,2009,All Industries,Number,Annual Average Employment,10280
Simsbury,900368940,2009,All Industries,Number,Number of Employers,668
Simsbury,900368940,2009,All Industries,US Dollars,Annual Average Wage,63700
Simsbury,900368940,2009,Government,Number,Annual Average Employment,1158
Simsbury,900368940,2009,Government,US Dollars,Annual Average Wage,53393
Simsbury,900368940,2009,Government,Number,Number of Employers,24
Simsbury,900368940,2010,All Industries,Number,Annual Average Employment,9928
Simsbury,900368940,2010,All Industries,Number,Number of Employers,692
Simsbury,900368940,2010,All Industries,US Dollars,Annual Average Wage,66934
Simsbury,900368940,2010,Government,Number,Annual Average Employment,1072
Simsbury,900368940,2010,Government,Number,Number of Employers,23
Simsbury,900368940,2010,Government,US Dollars,Annual Average Wage,54353
Simsbury,900368940,2011,All Industries,US Dollars,Annual Average Wage,70611
Simsbury,900368940,2011,All Industries,Number,Number of Employers,707
Simsbury,900368940,2011,All Industries,Number,Annual Average Employment,9824
Simsbury,900368940,2011,Government,US Dollars,Annual Average Wage,54547
Simsbury,900368940,2011,Government,Number,Annual Average Employment,1061
Simsbury,900368940,2011,Government,Number,Number of Employers,24
Simsbury,900368940,2012,All Industries,Number,Number of Employers,705
Simsbury,900368940,2012,All Industries,US Dollars,Annual Average Wage,71941
Simsbury,900368940,2012,All Industries,Number,Annual Average Employment,9642
Simsbury,900368940,2012,Government,US Dollars,Annual Average Wage,53254
Simsbury,900368940,2012,Government,Number,Annual Average Employment,1090
Simsbury,900368940,2012,Government,Number,Number of Employers,21
Simsbury,900368940,2013,All Industries,US Dollars,Annual Average Wage,70507
Simsbury,900368940,2013,All Industries,Number,Number of Employers,730
Simsbury,900368940,2013,All Industries,Number,Annual Average Employment,9447
Simsbury,900368940,2013,Government,US Dollars,Annual Average Wage,54019
Simsbury,900368940,2013,Government,Number,Number of Employers,22
Simsbury,900368940,2013,Government,Number,Annual Average Employment,1125
Simsbury,900368940,2014,All Industries,Number,Number of Employers,744
Simsbury,900368940,2014,All Industries,Number,Annual Average Employment,9559
Simsbury,900368940,2014,All Industries,US Dollars,Annual Average Wage,71163
Simsbury,900368940,2014,Government,Number,Annual Average Employment,1126
Simsbury,900368940,2014,Government,Number,Number of Employers,22
Simsbury,900368940,2014,Government,US Dollars,Annual Average Wage,54767
Simsbury,900368940,2015,All Industries,Number,Annual Average Employment,9461
Simsbury,900368940,2015,All Industries,US Dollars,Annual Average Wage,73235
Simsbury,900368940,2015,All Industries,Number,Number of Employers,740
Simsbury,900368940,2015,Government,Number,Annual Average Employment,1120
Simsbury,900368940,2015,Government,Number,Number of Employers,22
Simsbury,900368940,2015,Government,US Dollars,Annual Average Wage,56377
Somers,901369220,2004,All Industries,Number,Number of Employers,216
Somers,901369220,2004,All Industries,Number,Annual Average Employment,2215
Somers,901369220,2004,All Industries,US Dollars,Annual Average Wage,41605
Somers,901369220,2004,Government,Number,Number of Employers,21
Somers,901369220,2004,Government,Number,Annual Average Employment,1139
Somers,901369220,2004,Government,US Dollars,Annual Average Wage,53411
Somers,901369220,2005,All Industries,US Dollars,Annual Average Wage,41829
Somers,901369220,2005,All Industries,Number,Number of Employers,227
Somers,901369220,2005,All Industries,Number,Annual Average Employment,2350
Somers,901369220,2005,Government,US Dollars,Annual Average Wage,51820
Somers,901369220,2005,Government,Number,Annual Average Employment,1198
Somers,901369220,2005,Government,Number,Number of Employers,21
Somers,901369220,2006,All Industries,US Dollars,Annual Average Wage,44135
Somers,901369220,2006,All Industries,Number,Annual Average Employment,2405
Somers,901369220,2006,All Industries,Number,Number of Employers,245
Somers,901369220,2006,Government,Number,Annual Average Employment,1217
Somers,901369220,2006,Government,US Dollars,Annual Average Wage,54813
Somers,901369220,2006,Government,Number,Number of Employers,21
Somers,901369220,2007,All Industries,Number,Annual Average Employment,2396
Somers,901369220,2007,All Industries,Number,Number of Employers,242
Somers,901369220,2007,All Industries,US Dollars,Annual Average Wage,45787
Somers,901369220,2007,Government,Number,Number of Employers,21
Somers,901369220,2007,Government,US Dollars,Annual Average Wage,59154
Somers,901369220,2007,Government,Number,Annual Average Employment,1212
Somers,901369220,2008,All Industries,Number,Number of Employers,252
Somers,901369220,2008,All Industries,US Dollars,Annual Average Wage,45750
Somers,901369220,2008,All Industries,Number,Annual Average Employment,2578
Somers,901369220,2008,Government,Number,Annual Average Employment,1247
Somers,901369220,2008,Government,Number,Number of Employers,21
Somers,901369220,2008,Government,US Dollars,Annual Average Wage,59367
Somers,901369220,2009,All Industries,Number,Annual Average Employment,2551
Somers,901369220,2009,All Industries,US Dollars,Annual Average Wage,46666
Somers,901369220,2009,All Industries,Number,Number of Employers,251
Somers,901369220,2009,Government,US Dollars,Annual Average Wage,60353
Somers,901369220,2009,Government,Number,Annual Average Employment,1247
Somers,901369220,2009,Government,Number,Number of Employers,21
Somers,901369220,2010,All Industries,Number,Number of Employers,259
Somers,901369220,2010,All Industries,Number,Annual Average Employment,2457
Somers,901369220,2010,All Industries,US Dollars,Annual Average Wage,47228
Somers,901369220,2010,Government,Number,Number of Employers,21
Somers,901369220,2010,Government,US Dollars,Annual Average Wage,62423
Somers,901369220,2010,Government,Number,Annual Average Employment,1151
Somers,901369220,2011,All Industries,US Dollars,Annual Average Wage,50890
Somers,901369220,2011,All Industries,Number,Annual Average Employment,2476
Somers,901369220,2011,All Industries,Number,Number of Employers,256
Somers,901369220,2011,Government,US Dollars,Annual Average Wage,69249
Somers,901369220,2011,Government,Number,Annual Average Employment,1146
Somers,901369220,2011,Government,Number,Number of Employers,20
Somers,901369220,2012,All Industries,Number,Number of Employers,253
Somers,901369220,2012,All Industries,Number,Annual Average Employment,2522
Somers,901369220,2012,All Industries,US Dollars,Annual Average Wage,48506
Somers,901369220,2012,Government,Number,Number of Employers,20
Somers,901369220,2012,Government,Number,Annual Average Employment,1156
Somers,901369220,2012,Government,US Dollars,Annual Average Wage,64047
Somers,901369220,2013,All Industries,US Dollars,Annual Average Wage,49647
Somers,901369220,2013,All Industries,Number,Annual Average Employment,2593
Somers,901369220,2013,All Industries,Number,Number of Employers,257
Somers,901369220,2013,Government,Number,Annual Average Employment,1111
Somers,901369220,2013,Government,US Dollars,Annual Average Wage,67487
Somers,901369220,2013,Government,Number,Number of Employers,21
Somers,901369220,2014,All Industries,Number,Number of Employers,251
Somers,901369220,2014,All Industries,Number,Annual Average Employment,2599
Somers,901369220,2014,All Industries,US Dollars,Annual Average Wage,49941
Somers,901369220,2014,Government,Number,Number of Employers,18
Somers,901369220,2014,Government,US Dollars,Annual Average Wage,67505
Somers,901369220,2014,Government,Number,Annual Average Employment,1122
Somers,901369220,2015,All Industries,Number,Annual Average Employment,2645
Somers,901369220,2015,All Industries,Number,Number of Employers,247
Somers,901369220,2015,All Industries,US Dollars,Annual Average Wage,51904
Somers,901369220,2015,Government,Number,Number of Employers,18
Somers,901369220,2015,Government,Number,Annual Average Employment,1138
Somers,901369220,2015,Government,US Dollars,Annual Average Wage,69634
South Windsor,900371390,2004,All Industries,US Dollars,Annual Average Wage,45347
South Windsor,900371390,2004,All Industries,Number,Number of Employers,844
South Windsor,900371390,2004,All Industries,Number,Annual Average Employment,11581
South Windsor,900371390,2004,Government,Number,Number of Employers,25
South Windsor,900371390,2004,Government,US Dollars,Annual Average Wage,42847
South Windsor,900371390,2004,Government,Number,Annual Average Employment,1090
South Windsor,900371390,2005,All Industries,US Dollars,Annual Average Wage,45810
South Windsor,900371390,2005,All Industries,Number,Annual Average Employment,11582
South Windsor,900371390,2005,All Industries,Number,Number of Employers,852
South Windsor,900371390,2005,Government,Number,Annual Average Employment,1100
South Windsor,900371390,2005,Government,US Dollars,Annual Average Wage,53297
South Windsor,900371390,2005,Government,Number,Number of Employers,24
South Windsor,900371390,2006,All Industries,Number,Annual Average Employment,12058
South Windsor,900371390,2006,All Industries,US Dollars,Annual Average Wage,46202
South Windsor,900371390,2006,All Industries,Number,Number of Employers,890
South Windsor,900371390,2006,Government,US Dollars,Annual Average Wage,45051
South Windsor,900371390,2006,Government,Number,Annual Average Employment,1089
South Windsor,900371390,2006,Government,Number,Number of Employers,22
South Windsor,900371390,2007,All Industries,Number,Number of Employers,931
South Windsor,900371390,2007,All Industries,Number,Annual Average Employment,12450
South Windsor,900371390,2007,All Industries,US Dollars,Annual Average Wage,48135
South Windsor,900371390,2007,Government,Number,Annual Average Employment,1119
South Windsor,900371390,2007,Government,US Dollars,Annual Average Wage,47392
South Windsor,900371390,2007,Government,Number,Number of Employers,22
South Windsor,900371390,2008,All Industries,Number,Annual Average Employment,12744
South Windsor,900371390,2008,All Industries,Number,Number of Employers,929
South Windsor,900371390,2008,All Industries,US Dollars,Annual Average Wage,49011
South Windsor,900371390,2008,Government,Number,Annual Average Employment,1152
South Windsor,900371390,2008,Government,Number,Number of Employers,22
South Windsor,900371390,2008,Government,US Dollars,Annual Average Wage,49332
South Windsor,900371390,2009,All Industries,Number,Annual Average Employment,12142
South Windsor,900371390,2009,All Industries,US Dollars,Annual Average Wage,47851
South Windsor,900371390,2009,All Industries,Number,Number of Employers,917
